dim,kary,level,vertices,edges,operator_position,algorithm,treewidth,time
1,2,9,87,147,499,freetdi,8,0.114
1,2,10,140,235,0-421,freetdi,9,1.281
1,2,10,140,235,0-468,freetdi,9,1.297
1,2,9,134,225,0-319,freetdi,8,0.277
1,2,10,132,221,0-304,freetdi,9,1.282
1,2,7,59,99,120,freetdi,8,0.081
1,2,9,87,147,331,freetdi,8,0.119
1,2,10,146,245,0-1012,freetdi,8,0.319
1,2,7,67,113,46,freetdi,8,0.079
1,2,5,66,110,0-29,freetdi,8,0.116
1,2,8,77,130,115,freetdi,8,0.093
1,2,10,142,238,0-873,freetdi,8,0.324
1,2,10,150,252,0-978,freetdi,8,0.323
1,2,10,130,218,0-184,freetdi,9,1.433
1,2,10,146,245,0-1004,freetdi,8,0.318
1,2,8,69,116,233,freetdi,8,0.091
1,2,10,93,157,548,freetdi,8,0.116
1,2,10,97,164,1019,freetdi,8,0.119
1,2,9,87,147,183,freetdi,8,0.116
1,2,9,83,140,101,freetdi,8,0.107
1,2,10,150,252,0-854,freetdi,8,0.289
1,2,6,57,96,34,freetdi,8,0.068
1,2,10,150,252,0-807,freetdi,8,0.3
1,2,10,93,157,365,freetdi,8,0.117
1,2,10,97,164,955,freetdi,8,0.121
1,2,10,138,231,0-689,freetdi,8,0.28
1,2,8,110,184,0-169,freetdi,8,0.207
1,2,10,136,228,0-344,freetdi,9,1.317
1,2,7,63,106,85,freetdi,8,0.079
1,2,9,87,147,423,freetdi,8,0.108
1,2,10,97,164,143,freetdi,8,0.121
1,2,8,73,123,36,freetdi,8,0.083
1,2,8,73,123,37,freetdi,8,0.085
1,2,9,134,225,0-378,freetdi,8,0.276
1,2,7,67,113,7,freetdi,8,0.083
1,2,9,122,205,0-82,freetdi,9,1.157
1,2,10,138,232,0-247,freetdi,9,1.31
1,2,10,146,245,0-661,freetdi,8,0.327
1,2,10,150,252,0-682,freetdi,8,0.326
1,2,7,67,113,75,freetdi,8,0.066
1,2,9,104,174,0-48,freetdi,9,1.077
1,2,10,138,231,0-753,freetdi,8,0.331
1,2,10,146,245,0-773,freetdi,8,0.299
1,2,10,146,245,0-557,freetdi,8,0.315
1,2,10,93,157,133,freetdi,8,0.126
1,2,10,89,150,649,freetdi,8,0.086
1,2,10,144,242,0-283,freetdi,9,1.325
1,2,10,144,242,0-383,freetdi,9,1.038
1,2,9,130,218,0-500,freetdi,8,0.258
1,2,8,106,178,0-50,freetdi,9,0.916
1,2,9,122,204,0-369,freetdi,8,0.282
1,2,6,68,113,0-16,freetdi,8,0.093
1,2,10,97,164,79,freetdi,8,0.109
1,2,10,93,157,668,freetdi,8,0.113
1,2,9,79,133,88,freetdi,8,0.108
1,2,4,44,73,0-4,freetdi,8,0.075
1,2,7,55,92,48,freetdi,8,0.07
1,2,9,134,225,0-407,freetdi,8,0.272
1,2,9,126,211,0-313,freetdi,8,0.274
1,2,10,150,252,0-791,freetdi,8,0.3
1,2,10,146,245,0-693,freetdi,8,0.265
1,2,10,93,157,260,freetdi,8,0.125
1,2,9,110,184,0-112,freetdi,9,1.129
1,2,9,116,195,0-35,freetdi,9,1.25
1,2,10,150,252,0-974,freetdi,8,0.245
1,2,10,136,228,0-377,freetdi,9,1.282
1,2,10,97,164,11,freetdi,8,0.122
1,2,10,93,157,813,freetdi,8,0.118
1,2,8,114,191,0-165,freetdi,8,0.201
1,2,9,128,215,0-147,freetdi,9,1.189
1,2,9,134,225,0-426,freetdi,8,0.203
1,2,9,126,211,0-281,freetdi,8,0.282
1,2,9,134,225,0-486,freetdi,8,0.271
1,2,10,85,143,80,freetdi,8,0.12
1,2,10,136,228,0-345,freetdi,9,1.305
1,2,10,138,232,0-239,freetdi,9,1.089
1,2,10,138,232,0-170,freetdi,9,1.443
1,2,9,110,185,0-22,freetdi,9,1.156
1,2,8,106,178,0-43,freetdi,9,1.005
1,2,10,146,245,0-765,freetdi,8,0.303
1,2,10,138,231,0-1009,freetdi,8,0.285
1,2,10,97,164,422,freetdi,8,0.102
1,2,10,85,143,400,freetdi,8,0.124
1,2,10,93,157,53,freetdi,8,0.119
1,2,9,128,215,0-163,freetdi,9,1.145
1,2,8,73,123,45,freetdi,8,0.066
1,2,3,23,38,4,freetdi,6,0.006
1,2,10,140,235,0-397,freetdi,9,1.219
1,2,10,146,245,0-724,freetdi,8,0.306
1,2,10,97,164,146,freetdi,8,0.119
1,2,8,69,116,216,freetdi,8,0.089
1,2,9,120,201,0-169,freetdi,9,1.104
1,2,8,112,188,0-98,freetdi,9,0.88
1,2,10,97,164,35,freetdi,8,0.123
1,2,9,134,225,0-474,freetdi,8,0.279
1,2,9,130,218,0-484,freetdi,8,0.252
1,2,8,108,181,0-117,freetdi,9,0.908
1,2,9,83,140,325,freetdi,8,0.099
1,2,9,130,218,0-412,freetdi,8,0.269
1,2,9,83,140,108,freetdi,8,0.107
1,2,8,69,116,152,freetdi,8,0.093
1,2,10,93,157,308,freetdi,8,0.124
1,2,7,63,106,5,freetdi,8,0.062
1,2,9,87,147,3,freetdi,8,0.095
1,2,10,146,245,0-973,freetdi,8,0.315
1,2,9,122,205,0-119,freetdi,9,1.17
1,2,10,144,242,0-342,freetdi,9,1.349
1,2,7,67,113,102,freetdi,8,0.079
1,2,10,97,164,263,freetdi,8,0.081
1,2,10,144,242,0-314,freetdi,9,1.252
1,2,9,87,147,374,freetdi,8,0.114
1,2,5,70,117,0-30,freetdi,8,0.092
1,2,9,67,112,321,freetdi,8,0.119
1,2,9,87,147,474,freetdi,8,0.112
1,2,10,93,157,645,freetdi,8,0.124
1,2,10,146,245,0-764,freetdi,8,0.314
1,2,10,130,218,0-169,freetdi,9,1.457
1,2,10,97,164,586,freetdi,8,0.102
1,2,9,130,218,0-348,freetdi,8,0.27
1,2,7,67,113,115,freetdi,8,0.077
1,2,9,134,225,0-503,freetdi,8,0.273
1,2,10,150,252,0-630,freetdi,8,0.319
1,2,10,142,238,0-889,freetdi,8,0.32
1,2,10,144,242,0-350,freetdi,9,1.208
1,2,9,124,208,0-244,freetdi,9,1.119
1,2,3,32,53,0-2,freetdi,8,0.026
1,2,10,150,252,0-691,freetdi,8,0.296
1,2,10,85,143,912,freetdi,8,0.121
1,2,9,128,215,0-187,freetdi,9,1.123
1,2,10,144,242,0-435,freetdi,9,1.296
1,2,9,122,205,0-67,freetdi,9,1.183
1,2,10,93,157,445,freetdi,8,0.121
1,2,10,97,164,959,freetdi,8,0.118
1,2,10,97,164,615,freetdi,8,0.113
1,2,9,110,185,0-18,freetdi,9,1.145
1,2,10,142,238,0-633,freetdi,8,0.321
1,2,9,112,188,0-61,freetdi,9,0.933
1,2,10,144,242,0-462,freetdi,9,1.301
1,2,10,144,242,0-391,freetdi,9,1.28
1,2,10,146,245,0-684,freetdi,8,0.299
1,2,8,114,191,0-173,freetdi,8,0.202
1,2,9,87,147,418,freetdi,8,0.113
1,2,10,97,164,171,freetdi,8,0.123
1,2,9,128,215,0-191,freetdi,9,1.127
1,2,9,83,140,436,freetdi,8,0.078
1,2,9,130,218,0-421,freetdi,8,0.268
1,2,10,150,252,0-523,freetdi,8,0.337
1,2,10,93,157,981,freetdi,8,0.122
1,2,7,102,171,0-118,freetdi,8,0.162
1,2,7,59,99,89,freetdi,8,0.083
1,2,9,134,225,0-455,freetdi,8,0.276
1,2,8,77,130,82,freetdi,8,0.075
1,2,8,77,130,171,freetdi,8,0.099
1,2,10,146,245,0-869,freetdi,8,0.303
1,2,10,132,221,0-464,freetdi,9,1.263
1,2,10,93,157,885,freetdi,8,0.106
1,2,8,108,181,0-124,freetdi,9,0.718
1,2,7,92,154,0-37,freetdi,9,0.765
1,2,10,77,129,321,freetdi,8,0.124
1,2,10,136,228,0-457,freetdi,9,1.274
1,2,8,77,130,187,freetdi,8,0.101
1,2,10,150,252,0-655,freetdi,8,0.328
1,2,10,93,157,117,freetdi,8,0.102
1,2,8,114,191,0-204,freetdi,8,0.171
1,2,8,118,198,0-138,freetdi,8,0.244
1,2,9,75,126,16,freetdi,8,0.105
1,2,7,78,131,0-6,freetdi,9,0.647
1,2,10,97,164,59,freetdi,8,0.121
1,2,10,140,235,0-373,freetdi,9,1.156
1,2,8,73,123,204,freetdi,8,0.082
1,2,10,146,245,0-780,freetdi,8,0.315
1,2,9,118,198,0-100,freetdi,9,1.182
1,2,10,132,222,0-82,freetdi,9,1.368
1,2,10,142,238,0-553,freetdi,8,0.28
1,2,8,118,198,0-142,freetdi,8,0.239
1,2,10,97,164,514,freetdi,8,0.118
1,2,8,69,116,105,freetdi,8,0.091
1,2,10,124,208,0-105,freetdi,9,1.326
1,2,10,138,232,0-142,freetdi,9,1.397
1,2,7,67,113,99,freetdi,8,0.077
1,2,9,87,147,190,freetdi,8,0.099
1,2,9,87,147,399,freetdi,8,0.086
1,2,5,58,96,0-16,freetdi,7,0.024
1,2,10,81,136,225,freetdi,8,0.11
1,2,9,79,133,393,freetdi,8,0.103
1,2,10,93,157,69,freetdi,8,0.115
1,2,7,98,164,0-92,freetdi,8,0.17
1,2,8,110,184,0-216,freetdi,8,0.194
1,2,10,132,221,0-497,freetdi,9,1.164
1,2,8,118,198,0-154,freetdi,8,0.236
1,2,10,64,105,0-1,freetdi,5,0.005
1,2,7,67,113,14,freetdi,8,0.085
1,2,8,112,188,0-86,freetdi,9,0.939
1,2,10,97,164,818,freetdi,8,0.122
1,2,10,150,252,0-1011,freetdi,8,0.308
1,2,9,124,208,0-212,freetdi,9,1.137
1,2,10,150,252,0-1002,freetdi,8,0.274
1,2,7,102,171,0-110,freetdi,8,0.185
1,2,8,77,130,139,freetdi,8,0.097
1,2,6,57,96,35,freetdi,8,0.064
1,2,10,150,252,0-818,freetdi,8,0.314
1,2,10,142,238,0-1000,freetdi,8,0.334
1,2,10,108,181,0-16,freetdi,8,0.181
1,2,7,55,92,17,freetdi,8,0.084
1,2,9,100,168,0-12,freetdi,9,0.944
1,2,10,150,252,0-739,freetdi,8,0.272
1,2,10,97,164,599,freetdi,8,0.117
1,2,10,150,252,0-830,freetdi,8,0.309
1,2,10,146,245,0-676,freetdi,8,0.309
1,2,9,83,140,20,freetdi,8,0.102
1,2,9,87,147,403,freetdi,8,0.115
1,2,9,87,147,487,freetdi,8,0.112
1,2,10,138,232,0-230,freetdi,9,1.302
1,2,7,55,92,16,freetdi,8,0.084
1,2,10,97,164,203,freetdi,8,0.116
1,2,10,142,238,0-856,freetdi,8,0.315
1,2,10,130,217,0-832,freetdi,8,0.328
1,2,8,77,130,114,freetdi,8,0.092
1,2,9,134,225,0-266,freetdi,8,0.265
1,2,10,97,164,186,freetdi,8,0.127
1,2,9,126,211,0-473,freetdi,8,0.278
1,2,9,126,211,0-345,freetdi,8,0.242
1,2,10,132,221,0-465,freetdi,9,1.255
1,2,9,134,225,0-283,freetdi,8,0.25
1,2,7,98,164,0-117,freetdi,8,0.152
1,2,10,134,225,0-133,freetdi,9,1.457
1,2,10,97,164,111,freetdi,8,0.109
1,2,10,150,252,0-519,freetdi,8,0.316
1,2,10,132,222,0-110,freetdi,9,1.325
1,2,10,150,252,0-775,freetdi,8,0.318
1,2,10,93,157,709,freetdi,8,0.133
1,2,9,87,147,123,freetdi,8,0.104
1,2,10,146,245,0-996,freetdi,8,0.31
1,2,9,83,140,180,freetdi,8,0.105
1,2,8,118,198,0-210,freetdi,8,0.227
1,2,10,89,150,888,freetdi,8,0.1
1,2,10,144,242,0-459,freetdi,9,1.287
1,2,10,93,157,565,freetdi,8,0.127
1,2,10,146,245,0-1013,freetdi,8,0.308
1,2,9,134,225,0-314,freetdi,8,0.269
1,2,9,134,225,0-482,freetdi,8,0.277
1,2,10,97,164,1014,freetdi,8,0.099
1,2,8,73,123,101,freetdi,8,0.074
1,2,9,122,204,0-272,freetdi,8,0.286
1,2,9,130,218,0-428,freetdi,8,0.267
1,2,8,73,123,117,freetdi,8,0.094
1,2,10,93,157,348,freetdi,8,0.117
1,2,9,124,208,0-173,freetdi,9,1.184
1,2,10,85,143,721,freetdi,8,0.128
1,2,9,128,215,0-243,freetdi,9,1.169
1,2,8,118,198,0-178,freetdi,8,0.181
1,2,9,87,147,166,freetdi,8,0.116
1,2,8,110,184,0-233,freetdi,8,0.177
1,2,10,97,164,634,freetdi,8,0.122
1,2,10,97,164,99,freetdi,8,0.117
1,2,10,93,157,653,freetdi,8,0.126
1,2,9,79,133,216,freetdi,8,0.105
1,2,9,83,140,204,freetdi,8,0.088
1,2,10,97,164,611,freetdi,8,0.113
1,2,9,124,208,0-165,freetdi,9,1.117
1,2,10,114,190,0-128,freetdi,8,0.256
1,2,10,140,235,0-348,freetdi,9,1.332
1,2,10,97,164,671,freetdi,8,0.116
1,2,10,146,245,0-885,freetdi,8,0.316
1,2,9,87,147,282,freetdi,8,0.087
1,2,10,142,238,0-825,freetdi,8,0.315
1,2,8,73,123,173,freetdi,8,0.096
1,2,10,97,164,211,freetdi,8,0.122
1,2,8,77,130,90,freetdi,8,0.083
1,2,9,87,147,511,freetdi,8,0.104
1,2,9,134,225,0-307,freetdi,8,0.276
1,2,10,144,242,0-494,freetdi,9,1.328
1,2,8,51,84,0,freetdi,5,0.006
1,2,10,150,252,0-822,freetdi,8,0.308
1,2,10,93,157,549,freetdi,8,0.118
1,2,10,93,157,581,freetdi,8,0.129
1,2,10,97,164,91,freetdi,8,0.12
1,2,10,150,252,0-646,freetdi,8,0.333
1,2,10,150,252,0-826,freetdi,8,0.33
1,2,4,29,48,8,freetdi,6,0.008
1,2,10,97,164,254,freetdi,8,0.123
1,2,10,97,164,815,freetdi,8,0.107
1,2,10,144,242,0-275,freetdi,9,1.12
1,2,10,138,231,0-656,freetdi,8,0.335
1,2,5,66,110,0-28,freetdi,8,0.115
1,2,9,124,208,0-220,freetdi,9,1.094
1,2,7,88,147,0-56,freetdi,9,0.712
1,2,5,70,117,0-26,freetdi,8,0.104
1,2,10,93,157,884,freetdi,8,0.121
1,2,10,126,211,0-176,freetdi,9,1.401
1,2,9,83,140,53,freetdi,8,0.102
1,2,10,146,245,0-901,freetdi,8,0.328
1,2,9,83,140,52,freetdi,8,0.1
1,2,10,93,157,589,freetdi,8,0.108
1,2,8,108,181,0-93,freetdi,9,0.898
1,2,8,77,130,255,freetdi,8,0.075
1,2,10,128,215,0-77,freetdi,9,1.377
1,2,10,146,245,0-893,freetdi,8,0.303
1,2,9,128,215,0-146,freetdi,9,1.134
1,2,9,87,147,219,freetdi,8,0.111
1,2,10,97,164,850,freetdi,8,0.115
1,2,10,138,232,0-138,freetdi,9,1.397
1,2,8,77,130,199,freetdi,8,0.095
1,2,7,94,157,0-120,freetdi,8,0.182
1,2,10,144,242,0-374,freetdi,9,1.353
1,2,8,77,130,174,freetdi,8,0.095
1,2,5,47,79,26,freetdi,8,0.056
1,2,3,21,34,0,freetdi,5,0.006
1,2,9,134,225,0-450,freetdi,8,0.27
1,2,10,146,245,0-964,freetdi,8,0.303
1,2,10,77,129,704,freetdi,8,0.122
1,2,10,93,157,765,freetdi,8,0.123
1,2,9,87,147,442,freetdi,8,0.111
1,2,8,100,167,0-81,freetdi,9,0.888
1,2,9,71,119,417,freetdi,8,0.114
1,2,7,59,99,56,freetdi,8,0.08
1,2,10,144,242,0-318,freetdi,9,1.283
1,2,10,146,245,0-932,freetdi,8,0.3
1,2,10,142,238,0-569,freetdi,8,0.325
1,2,8,77,130,106,freetdi,8,0.097
1,2,10,150,252,0-550,freetdi,8,0.305
1,2,10,89,150,440,freetdi,8,0.12
1,2,8,112,188,0-114,freetdi,9,0.933
1,2,10,93,157,541,freetdi,8,0.125
1,2,9,87,147,238,freetdi,8,0.106
1,2,8,82,138,0-2,freetdi,8,0.101
1,2,10,144,242,0-411,freetdi,9,1.306
1,2,8,69,116,8,freetdi,8,0.097
1,2,9,87,147,234,freetdi,8,0.081
1,2,10,132,222,0-119,freetdi,9,1.24
1,2,8,114,191,0-237,freetdi,8,0.209
1,2,8,73,123,149,freetdi,8,0.087
1,2,10,144,242,0-311,freetdi,9,1.347
1,2,10,134,225,0-197,freetdi,9,1.319
1,2,10,89,150,120,freetdi,8,0.116
1,2,10,130,218,0-153,freetdi,9,1.291
1,2,9,87,147,426,freetdi,8,0.106
1,2,10,97,164,18,freetdi,8,0.119
1,2,8,112,188,0-119,freetdi,9,0.737
1,2,7,67,113,19,freetdi,8,0.079
1,2,9,134,225,0-330,freetdi,8,0.275
1,2,10,97,164,295,freetdi,8,0.117
1,2,9,87,147,435,freetdi,8,0.085
1,2,9,134,225,0-490,freetdi,8,0.275
1,2,10,93,157,980,freetdi,8,0.114
1,2,10,97,164,503,freetdi,8,0.126
1,2,9,122,205,0-114,freetdi,9,0.969
1,2,9,116,195,0-47,freetdi,9,1.262
1,2,10,97,164,299,freetdi,8,0.109
1,2,10,97,164,735,freetdi,8,0.088
1,2,7,98,164,0-76,freetdi,8,0.176
1,2,10,138,232,0-235,freetdi,9,1.19
1,2,10,140,235,0-461,freetdi,9,1.099
1,2,9,83,140,157,freetdi,8,0.11
1,2,8,114,191,0-253,freetdi,8,0.177
1,2,10,93,157,692,freetdi,8,0.104
1,2,10,144,242,0-395,freetdi,9,1.323
1,2,10,85,143,720,freetdi,8,0.121
1,2,10,146,245,0-741,freetdi,8,0.306
1,2,9,87,147,43,freetdi,8,0.089
1,2,10,150,252,0-839,freetdi,8,0.332
1,2,9,83,140,445,freetdi,8,0.107
1,2,10,144,242,0-442,freetdi,9,1.296
1,2,8,77,130,203,freetdi,8,0.095
1,2,10,146,245,0-981,freetdi,8,0.316
1,2,8,118,198,0-255,freetdi,8,0.235
1,2,9,79,133,72,freetdi,8,0.118
1,2,10,89,150,73,freetdi,8,0.114
1,2,10,97,164,651,freetdi,8,0.12
1,2,9,75,126,81,freetdi,8,0.101
1,2,10,150,252,0-710,freetdi,8,0.299
1,2,10,142,238,0-600,freetdi,8,0.306
1,2,8,73,123,52,freetdi,8,0.09
1,2,10,89,150,488,freetdi,8,0.125
1,2,7,63,106,100,freetdi,8,0.07
1,2,6,53,89,52,freetdi,8,0.067
1,2,10,93,157,997,freetdi,8,0.094
1,2,10,97,164,539,freetdi,8,0.122
1,2,10,150,252,0-838,freetdi,8,0.309
1,2,8,118,198,0-130,freetdi,8,0.235
1,2,10,93,157,605,freetdi,8,0.097
1,2,9,87,147,239,freetdi,8,0.096
1,2,10,146,245,0-709,freetdi,8,0.309
1,2,9,130,218,0-340,freetdi,8,0.226
1,2,10,93,157,333,freetdi,8,0.129
1,2,10,97,164,218,freetdi,8,0.117
1,2,8,69,116,168,freetdi,8,0.082
1,2,9,87,147,395,freetdi,8,0.111
1,2,9,134,225,0-443,freetdi,8,0.261
1,2,10,85,143,17,freetdi,8,0.118
1,2,10,97,164,986,freetdi,8,0.091
1,2,10,97,164,39,freetdi,8,0.123
1,2,10,89,150,680,freetdi,8,0.124
1,2,9,134,225,0-355,freetdi,8,0.246
1,2,10,85,143,945,freetdi,8,0.115
1,2,8,73,123,156,freetdi,8,0.087
1,2,10,97,164,715,freetdi,8,0.121
1,2,7,96,161,0-51,freetdi,9,0.649
1,2,9,67,112,193,freetdi,8,0.116
1,2,10,93,157,597,freetdi,8,0.121
1,2,10,130,218,0-232,freetdi,9,1.114
1,2,10,144,242,0-358,freetdi,9,1.261
1,2,10,97,164,994,freetdi,8,0.121
1,2,10,93,157,917,freetdi,8,0.106
1,2,10,142,238,0-680,freetdi,8,0.282
1,2,9,130,218,0-261,freetdi,8,0.222
1,2,9,130,218,0-316,freetdi,8,0.269
1,2,10,140,235,0-437,freetdi,9,1.349
1,2,9,130,218,0-309,freetdi,8,0.273
1,2,10,97,164,379,freetdi,8,0.119
1,2,5,43,72,21,freetdi,8,0.062
1,2,10,140,235,0-356,freetdi,9,1.353
1,2,10,97,164,670,freetdi,8,0.122
1,2,10,142,238,0-904,freetdi,8,0.302
1,2,10,89,150,872,freetdi,8,0.122
1,2,10,146,245,0-525,freetdi,8,0.299
1,2,8,65,109,208,freetdi,8,0.095
1,2,9,134,225,0-318,freetdi,8,0.278
1,2,9,128,215,0-251,freetdi,9,1.142
1,2,10,97,164,806,freetdi,8,0.102
1,2,9,130,218,0-292,freetdi,8,0.272
1,2,8,118,198,0-186,freetdi,8,0.238
1,2,9,87,147,35,freetdi,8,0.12
1,2,10,150,252,0-774,freetdi,8,0.246
1,2,10,150,252,0-662,freetdi,8,0.317
1,2,10,150,252,0-979,freetdi,8,0.298
1,2,9,87,147,159,freetdi,8,0.113
1,2,9,71,119,96,freetdi,8,0.112
1,2,10,142,238,0-537,freetdi,8,0.321
1,2,8,114,191,0-196,freetdi,8,0.216
1,2,10,138,231,0-625,freetdi,8,0.317
1,2,8,77,130,243,freetdi,8,0.072
1,2,9,134,225,0-294,freetdi,8,0.244
1,2,10,89,150,168,freetdi,8,0.108
1,2,10,97,164,515,freetdi,8,0.124
1,2,10,89,150,632,freetdi,8,0.126
1,2,9,79,133,329,freetdi,8,0.11
1,2,10,85,143,464,freetdi,8,0.131
1,2,10,150,252,0-551,freetdi,8,0.32
1,2,9,108,181,0-56,freetdi,9,0.935
1,2,7,92,154,0-36,freetdi,9,0.77
1,2,10,97,164,387,freetdi,8,0.119
1,2,9,79,133,217,freetdi,8,0.111
1,2,10,150,252,0-598,freetdi,8,0.258
1,2,10,144,242,0-474,freetdi,9,1.079
1,2,10,97,164,978,freetdi,8,0.118
1,2,10,142,238,0-824,freetdi,8,0.254
1,2,9,79,133,312,freetdi,8,0.096
1,2,10,93,157,396,freetdi,8,0.125
1,2,10,97,164,655,freetdi,8,0.119
1,2,5,70,117,0-18,freetdi,8,0.117
1,2,9,102,171,0-24,freetdi,9,1.004
1,2,9,87,147,394,freetdi,8,0.103
1,2,10,134,224,0-800,freetdi,8,0.285
1,2,8,94,158,0-14,freetdi,9,0.754
1,2,7,98,164,0-77,freetdi,8,0.18
1,2,10,97,164,587,freetdi,8,0.115
1,2,9,75,126,113,freetdi,8,0.11
1,2,9,87,147,503,freetdi,8,0.114
1,2,9,87,147,335,freetdi,8,0.091
1,2,10,144,242,0-387,freetdi,9,1.334
1,2,10,126,211,0-144,freetdi,9,1.371
1,2,10,93,157,493,freetdi,8,0.109
1,2,9,108,180,0-192,freetdi,9,1.084
1,2,10,89,150,904,freetdi,8,0.12
1,2,9,83,140,268,freetdi,8,0.105
1,2,8,65,109,145,freetdi,8,0.095
1,2,9,87,147,306,freetdi,8,0.11
1,2,10,85,143,48,freetdi,8,0.13
1,2,9,134,225,0-511,freetdi,8,0.281
1,2,10,144,242,0-503,freetdi,9,1.136
1,2,9,134,225,0-447,freetdi,8,0.267
1,2,10,97,164,966,freetdi,8,0.119
1,2,10,110,185,0-12,freetdi,9,1.022
1,2,10,97,164,291,freetdi,8,0.118
1,2,9,128,215,0-138,freetdi,9,1.168
1,2,10,97,164,442,freetdi,8,0.127
1,2,10,97,164,130,freetdi,8,0.114
1,2,9,116,195,0-34,freetdi,9,1.221
1,2,10,89,150,937,freetdi,8,0.109
1,2,10,122,205,0-45,freetdi,9,1.33
1,2,9,134,225,0-435,freetdi,8,0.243
1,2,7,96,161,0-38,freetdi,9,0.722
1,2,8,98,164,0-40,freetdi,9,1.053
1,2,8,77,130,202,freetdi,8,0.092
1,2,10,150,252,0-675,freetdi,8,0.325
1,2,9,110,185,0-27,freetdi,9,1.039
1,2,9,126,211,0-456,freetdi,8,0.251
1,2,9,75,126,369,freetdi,8,0.102
1,2,10,97,164,527,freetdi,8,0.122
1,2,10,132,222,0-95,freetdi,9,1.306
1,2,7,67,113,123,freetdi,8,0.073
1,2,7,102,171,0-75,freetdi,8,0.181
1,2,8,112,188,0-82,freetdi,9,0.859
1,2,9,87,147,447,freetdi,8,0.1
1,2,10,150,252,0-727,freetdi,8,0.318
1,2,9,130,218,0-365,freetdi,8,0.275
1,2,8,73,123,69,freetdi,8,0.082
1,2,9,87,147,274,freetdi,8,0.109
1,2,6,57,96,27,freetdi,8,0.07
1,2,10,97,164,426,freetdi,8,0.104
1,2,9,124,208,0-149,freetdi,9,1.117
1,2,10,93,157,941,freetdi,8,0.119
1,2,10,134,224,0-544,freetdi,8,0.285
1,2,9,87,147,455,freetdi,8,0.109
1,2,10,114,192,0-11,freetdi,9,1.103
1,2,10,126,212,0-34,freetdi,9,1.395
1,2,8,77,130,227,freetdi,8,0.095
1,2,10,97,164,226,freetdi,8,0.111
1,2,10,85,143,944,freetdi,8,0.122
1,2,10,89,150,393,freetdi,8,0.116
1,2,10,150,252,0-1006,freetdi,8,0.314
1,2,9,79,133,376,freetdi,8,0.095
1,2,9,118,198,0-109,freetdi,9,1.203
1,2,10,93,157,733,freetdi,8,0.128
1,2,10,97,164,243,freetdi,8,0.111
1,2,10,150,252,0-806,freetdi,8,0.311
1,2,8,77,130,83,freetdi,8,0.079
1,2,9,87,147,23,freetdi,8,0.111
1,2,8,118,198,0-206,freetdi,8,0.209
1,2,10,150,252,0-1019,freetdi,8,0.325
1,2,10,93,157,1005,freetdi,8,0.114
1,2,10,97,164,783,freetdi,8,0.092
1,2,9,134,225,0-430,freetdi,8,0.248
1,2,7,102,171,0-74,freetdi,8,0.118
1,2,10,142,238,0-728,freetdi,8,0.319
1,2,10,93,157,324,freetdi,8,0.118
1,2,10,97,164,926,freetdi,8,0.117
1,2,10,73,122,384,freetdi,8,0.134
1,2,8,77,130,134,freetdi,8,0.105
1,2,10,126,212,0-54,freetdi,9,1.39
1,2,10,97,164,286,freetdi,8,0.122
1,2,9,130,218,0-324,freetdi,8,0.256
1,2,6,57,96,19,freetdi,8,0.071
1,2,9,79,133,297,freetdi,8,0.11
1,2,8,77,130,123,freetdi,8,0.096
1,2,10,136,228,0-264,freetdi,9,1.133
1,2,9,83,140,381,freetdi,8,0.113
1,2,10,89,150,104,freetdi,8,0.121
1,2,10,140,235,0-333,freetdi,9,1.294
1,2,10,142,238,0-921,freetdi,8,0.314
1,2,8,118,198,0-171,freetdi,8,0.229
1,2,10,126,212,0-42,freetdi,9,1.376
1,2,10,140,235,0-309,freetdi,9,1.225
1,2,8,65,109,81,freetdi,8,0.091
1,2,10,93,157,660,freetdi,8,0.132
1,2,8,106,178,0-35,freetdi,9,0.997
1,2,10,120,202,0-22,freetdi,9,1.207
1,2,9,134,225,0-391,freetdi,8,0.281
1,2,9,126,211,0-297,freetdi,8,0.25
1,2,8,77,130,211,freetdi,8,0.1
1,2,10,138,231,0-881,freetdi,8,0.281
1,2,8,118,198,0-194,freetdi,8,0.197
1,2,9,83,140,412,freetdi,8,0.11
1,2,8,106,178,0-58,freetdi,9,0.903
1,2,9,83,140,61,freetdi,8,0.083
1,2,9,87,147,363,freetdi,8,0.109
1,2,7,67,113,94,freetdi,8,0.077
1,2,6,57,96,47,freetdi,8,0.077
1,2,10,97,164,566,freetdi,8,0.107
1,2,9,87,147,98,freetdi,8,0.112
1,2,10,150,252,0-543,freetdi,8,0.322
1,2,9,124,208,0-221,freetdi,9,1.109
1,2,8,69,116,56,freetdi,8,0.09
1,2,10,150,252,0-546,freetdi,8,0.307
1,2,8,77,130,226,freetdi,8,0.096
1,2,9,122,204,0-497,freetdi,8,0.276
1,2,10,97,164,710,freetdi,8,0.117
1,2,9,122,205,0-90,freetdi,9,1.184
1,2,4,37,62,3,freetdi,8,0.036
1,2,10,93,157,269,freetdi,8,0.123
1,2,10,150,252,0-747,freetdi,8,0.321
1,2,6,57,96,59,freetdi,8,0.061
1,2,10,97,164,494,freetdi,8,0.123
1,2,9,83,140,364,freetdi,8,0.107
1,2,10,93,157,421,freetdi,8,0.096
1,2,8,112,188,0-103,freetdi,9,0.881
1,2,8,114,191,0-156,freetdi,8,0.215
1,2,7,102,171,0-71,freetdi,8,0.189
1,2,10,150,252,0-918,freetdi,8,0.329
