dim,kary,level,vertices,edges,operator_position,algorithm,treewidth,time
1,2,9,87,147,363,meiji-e,8,3.259
1,2,9,130,218,0-357,meiji-e,8,3.456
1,2,7,84,141,0-10,meiji-e,9,7.268
1,2,9,71,119,160,meiji-e,8,1.803
1,2,10,136,228,0-473,meiji-e,9,8.369
1,2,9,122,204,0-273,meiji-e,8,2.135
1,2,10,120,202,0-27,meiji-e,9,12.294
1,2,10,85,143,401,meiji-e,8,2.114
1,2,7,94,157,0-121,meiji-e,8,1.811
1,2,8,77,130,31,meiji-e,8,2.663
1,2,9,120,201,0-169,meiji-e,9,6.953
1,2,9,134,225,0-262,meiji-e,8,3.666
1,2,10,150,252,0-691,meiji-e,8,4.538
1,2,9,83,140,76,meiji-e,8,2.67
1,2,9,134,225,0-278,meiji-e,8,3.702
1,2,9,67,112,321,meiji-e,8,1.578
1,2,9,120,201,0-136,meiji-e,9,6.084
1,2,10,97,164,395,meiji-e,8,3.967
1,2,10,150,252,0-830,meiji-e,8,4.008
1,2,9,124,208,0-220,meiji-e,9,9.413
1,2,9,87,147,335,meiji-e,8,3.21
1,2,9,75,126,273,meiji-e,8,2.158
1,2,9,83,140,269,meiji-e,8,2.606
1,2,10,93,157,60,meiji-e,8,2.836
1,2,8,100,167,0-80,meiji-e,9,3.925
1,2,10,93,157,973,meiji-e,8,3.112
1,2,10,150,252,0-663,meiji-e,8,5.338
1,2,10,97,164,750,meiji-e,8,3.885
1,2,10,124,207,0-320,meiji-e,9,4.74
1,2,8,77,130,103,meiji-e,8,2.638
1,2,9,128,215,0-239,meiji-e,9,11.289
1,2,10,97,164,806,meiji-e,8,3.597
1,2,10,85,143,624,meiji-e,8,2.253
1,2,10,128,215,0-77,meiji-e,9,12.807
1,2,8,69,116,185,meiji-e,8,2.027
1,2,10,142,238,0-681,meiji-e,8,3.126
1,2,10,144,242,0-386,meiji-e,9,12.591
1,2,10,89,150,169,meiji-e,8,2.478
1,2,10,89,150,808,meiji-e,8,2.699
1,2,8,65,109,112,meiji-e,8,1.814
1,2,10,144,242,0-471,meiji-e,9,12.43
1,2,10,138,231,0-593,meiji-e,8,3.051
1,2,9,134,225,0-370,meiji-e,8,3.932
1,2,10,144,242,0-278,meiji-e,9,13.713
1,2,8,61,102,224,meiji-e,8,1.503
1,2,10,97,164,482,meiji-e,8,3.484
1,2,10,89,150,696,meiji-e,8,2.063
1,2,9,87,147,139,meiji-e,8,2.751
1,2,10,81,136,97,meiji-e,8,2.026
1,2,9,79,133,489,meiji-e,8,2.311
1,2,10,132,221,0-464,meiji-e,9,6.313
1,2,10,97,164,698,meiji-e,8,3.295
1,2,10,85,143,881,meiji-e,8,2.182
1,2,9,134,225,0-330,meiji-e,8,3.721
1,2,8,114,191,0-205,meiji-e,8,2.647
1,2,9,79,133,217,meiji-e,8,2.255
1,2,10,97,164,655,meiji-e,8,3.587
1,2,10,140,235,0-356,meiji-e,9,10.87
1,2,10,93,157,36,meiji-e,8,2.854
1,2,9,116,195,0-62,meiji-e,9,11.218
1,2,9,118,198,0-116,meiji-e,9,10.272
1,2,9,75,126,48,meiji-e,8,2.037
1,2,10,89,150,392,meiji-e,8,2.563
1,2,10,110,185,0-12,meiji-e,9,9.898
1,2,9,130,218,0-292,meiji-e,8,3.265
1,2,10,85,143,528,meiji-e,8,2.455
1,2,10,142,238,0-824,meiji-e,8,3.582
1,2,9,126,211,0-265,meiji-e,8,2.943
1,2,10,73,122,640,meiji-e,8,1.593
1,2,8,102,171,0-44,meiji-e,9,7.057
1,2,4,46,76,0-8,meiji-e,7,0.85
1,2,10,150,252,0-795,meiji-e,8,4.4
1,2,9,83,140,221,meiji-e,8,2.683
1,2,8,88,148,0-6,meiji-e,9,10.266
1,2,7,102,171,0-107,meiji-e,8,2.388
1,2,10,144,242,0-338,meiji-e,9,13.075
1,2,8,108,181,0-116,meiji-e,9,7.09
1,2,9,124,208,0-165,meiji-e,9,8.828
1,2,10,138,232,0-138,meiji-e,9,14.691
1,2,9,83,140,316,meiji-e,8,2.405
1,2,10,97,164,859,meiji-e,8,3.992
1,2,10,150,252,0-971,meiji-e,8,4.71
1,2,10,89,150,25,meiji-e,8,2.676
1,2,10,97,164,1007,meiji-e,8,3.258
1,2,8,69,116,73,meiji-e,8,1.9
1,2,10,97,164,126,meiji-e,8,3.068
1,2,10,144,242,0-282,meiji-e,9,12.38
1,2,10,97,164,383,meiji-e,8,3.641
1,2,10,97,164,739,meiji-e,8,3.522
1,2,8,73,123,245,meiji-e,8,2.363
1,2,10,140,235,0-508,meiji-e,9,10.043
1,2,10,93,157,221,meiji-e,8,3.276
1,2,9,87,147,358,meiji-e,8,2.631
1,2,4,54,90,0-10,meiji-e,8,1.655
1,2,9,79,133,505,meiji-e,8,2.257
1,2,10,138,232,0-243,meiji-e,9,12.081
1,2,8,77,130,235,meiji-e,8,2.811
1,2,9,124,208,0-132,meiji-e,9,9.048
1,2,10,97,164,446,meiji-e,8,3.685
1,2,9,134,225,0-414,meiji-e,8,3.527
1,2,10,146,245,0-597,meiji-e,8,3.337
1,2,7,88,147,0-40,meiji-e,9,4.045
1,2,10,93,157,172,meiji-e,8,2.621
1,2,10,85,143,176,meiji-e,8,2.413
1,2,8,118,198,0-150,meiji-e,8,3.043
1,2,10,93,157,709,meiji-e,8,3.291
1,2,9,87,147,215,meiji-e,8,3.017
1,2,10,89,150,632,meiji-e,8,2.348
1,2,10,150,252,0-714,meiji-e,8,4.284
1,2,9,126,211,0-393,meiji-e,8,2.721
1,2,10,150,252,0-642,meiji-e,8,4.01
1,2,9,83,140,20,meiji-e,8,2.315
1,2,10,97,164,866,meiji-e,8,3.799
1,2,10,132,221,0-465,meiji-e,9,6.432
1,2,6,57,96,11,meiji-e,8,1.924
1,2,10,144,242,0-290,meiji-e,9,13.777
1,2,6,57,96,30,meiji-e,8,1.891
1,2,10,126,212,0-43,meiji-e,9,13.959
1,2,8,77,130,7,meiji-e,8,2.768
1,2,10,97,164,211,meiji-e,8,3.397
1,2,10,97,164,554,meiji-e,8,3.62
1,2,8,77,130,35,meiji-e,8,2.57
1,2,9,126,211,0-312,meiji-e,8,3.103
1,2,10,144,242,0-299,meiji-e,9,14.093
1,2,10,146,245,0-980,meiji-e,8,3.662
1,2,9,120,201,0-201,meiji-e,9,6.852
1,2,9,67,112,320,meiji-e,8,1.478
1,2,10,150,252,0-798,meiji-e,8,4.912
1,2,10,97,164,455,meiji-e,8,3.963
1,2,10,97,164,155,meiji-e,8,3.68
1,2,10,124,207,0-448,meiji-e,9,4.823
1,2,10,97,164,343,meiji-e,8,4.122
1,2,10,97,164,15,meiji-e,8,3.98
1,2,10,97,164,386,meiji-e,8,3.256
1,2,8,118,198,0-159,meiji-e,8,3.78
1,2,10,150,252,0-591,meiji-e,8,5.371
1,2,10,97,164,127,meiji-e,8,3.242
1,2,10,93,157,308,meiji-e,8,2.848
1,2,10,89,150,920,meiji-e,8,2.909
1,2,9,118,198,0-125,meiji-e,9,8.827
1,2,9,87,147,3,meiji-e,8,3.262
1,2,10,146,245,0-525,meiji-e,8,3.86
1,2,10,138,231,0-913,meiji-e,8,2.812
1,2,9,134,225,0-482,meiji-e,8,3.873
1,2,10,144,242,0-331,meiji-e,9,11.724
1,2,8,73,123,84,meiji-e,8,2.362
1,2,10,150,252,0-770,meiji-e,8,4.48
1,2,10,138,231,0-592,meiji-e,8,3.06
1,2,10,150,252,0-735,meiji-e,8,3.751
1,2,7,74,124,0-4,meiji-e,8,1.987
1,2,10,97,164,931,meiji-e,8,3.33
1,2,10,144,242,0-351,meiji-e,9,12.788
1,2,10,150,252,0-602,meiji-e,8,3.894
1,2,9,116,195,0-46,meiji-e,9,11.347
1,2,10,93,157,348,meiji-e,8,2.688
1,2,9,87,147,67,meiji-e,8,3.113
1,2,10,138,232,0-235,meiji-e,9,14.852
1,2,10,140,235,0-469,meiji-e,9,11.471
1,2,8,106,177,0-176,meiji-e,8,1.943
1,2,8,77,130,198,meiji-e,8,2.846
1,2,10,146,245,0-988,meiji-e,8,3.666
1,2,9,59,98,256,meiji-e,6,0.761
1,2,8,118,198,0-195,meiji-e,8,3.104
1,2,4,33,55,12,meiji-e,8,1.015
1,2,9,130,218,0-333,meiji-e,8,3.32
1,2,9,87,147,290,meiji-e,8,3.801
1,2,10,93,157,997,meiji-e,8,2.584
1,2,9,134,225,0-434,meiji-e,8,3.837
1,2,10,136,228,0-297,meiji-e,9,10.014
1,2,9,116,194,0-209,meiji-e,9,5.135
1,2,8,100,168,0-30,meiji-e,9,9.271
1,2,9,116,195,0-63,meiji-e,9,10.665
1,2,10,97,164,390,meiji-e,8,3.677
1,2,9,87,147,171,meiji-e,8,3.017
1,2,8,118,198,0-190,meiji-e,8,3.191
1,2,7,63,106,76,meiji-e,8,1.864
1,2,10,97,164,986,meiji-e,8,3.65
1,2,7,67,113,102,meiji-e,8,2.136
1,2,10,89,150,137,meiji-e,8,2.539
1,2,10,93,157,805,meiji-e,8,3.865
1,2,7,59,99,120,meiji-e,8,1.913
1,2,8,100,167,0-81,meiji-e,9,4.335
1,2,9,83,140,420,meiji-e,8,2.551
1,2,10,150,252,0-947,meiji-e,8,4.17
1,2,10,150,252,0-819,meiji-e,8,4.497
1,2,10,120,202,0-26,meiji-e,9,12.79
1,2,8,73,123,173,meiji-e,8,2.463
1,2,10,150,252,0-946,meiji-e,8,3.865
1,2,9,128,215,0-135,meiji-e,9,10.699
1,2,8,73,123,149,meiji-e,8,2.465
1,2,10,89,150,600,meiji-e,8,2.36
1,2,9,110,185,0-26,meiji-e,9,10.513
1,2,10,93,157,132,meiji-e,8,3.374
1,2,10,97,164,946,meiji-e,8,3.064
1,2,9,110,184,0-80,meiji-e,9,5.061
1,2,9,79,133,168,meiji-e,8,2.352
1,2,8,73,123,109,meiji-e,8,2.202
1,2,9,75,126,369,meiji-e,8,2.113
1,2,9,134,225,0-435,meiji-e,8,3.854
1,2,10,146,245,0-756,meiji-e,8,3.802
1,2,10,89,150,473,meiji-e,8,2.516
1,2,10,134,225,0-164,meiji-e,9,12.487
1,2,8,112,188,0-126,meiji-e,9,9.381
1,2,8,77,130,11,meiji-e,8,2.33
1,2,10,128,215,0-92,meiji-e,9,13.611
1,2,10,93,157,924,meiji-e,8,3.39
1,2,10,89,150,792,meiji-e,8,2.873
1,2,10,140,235,0-389,meiji-e,9,10.113
1,2,6,68,113,0-16,meiji-e,8,1.236
1,2,10,97,164,459,meiji-e,8,4.753
1,2,10,97,164,854,meiji-e,8,3.465
1,2,10,97,164,730,meiji-e,8,3.675
1,2,8,69,116,216,meiji-e,8,2.017
1,2,9,87,147,83,meiji-e,8,3.029
1,2,10,114,192,0-10,meiji-e,9,11.751
1,2,10,134,225,0-180,meiji-e,9,10.867
1,2,9,128,215,0-151,meiji-e,9,12.537
1,2,7,67,113,70,meiji-e,8,2.017
1,2,10,146,245,0-813,meiji-e,8,3.677
1,2,10,93,157,484,meiji-e,8,2.758
1,2,9,83,140,421,meiji-e,8,2.769
1,2,9,83,140,268,meiji-e,8,2.468
1,2,8,77,130,119,meiji-e,8,2.709
1,2,10,134,224,0-672,meiji-e,8,2.7
1,2,7,67,113,66,meiji-e,8,2.01
1,2,9,71,119,224,meiji-e,8,1.53
1,2,7,67,113,2,meiji-e,8,2.341
1,2,10,93,157,460,meiji-e,8,3.486
1,2,7,82,137,0-24,meiji-e,9,4.125
1,2,10,150,252,0-899,meiji-e,8,4.487
1,2,8,69,116,88,meiji-e,8,1.958
1,2,10,93,157,668,meiji-e,8,3.191
1,2,9,134,225,0-502,meiji-e,8,3.953
1,2,8,118,198,0-143,meiji-e,8,3.564
1,2,10,97,164,919,meiji-e,8,4.021
1,2,9,122,205,0-86,meiji-e,9,10.227
1,2,9,83,140,53,meiji-e,8,2.252
1,2,10,116,195,0-20,meiji-e,9,11.471
1,2,10,150,252,0-654,meiji-e,8,4.254
1,2,9,87,147,238,meiji-e,8,2.761
1,2,7,45,74,0,meiji-e,5,0.639
1,2,10,89,150,761,meiji-e,8,2.752
1,2,10,136,228,0-376,meiji-e,9,7.73
1,2,9,79,133,297,meiji-e,8,2.344
1,2,9,87,147,91,meiji-e,8,2.718
1,2,10,106,178,0-8,meiji-e,8,2.816
1,2,10,97,164,226,meiji-e,8,3.786
1,2,10,150,252,0-622,meiji-e,8,4.055
1,2,7,98,164,0-85,meiji-e,8,2.169
1,2,7,67,113,47,meiji-e,8,2.09
1,2,9,87,147,110,meiji-e,8,2.867
1,2,10,97,164,731,meiji-e,8,3.694
1,2,9,71,119,352,meiji-e,8,1.764
1,2,10,146,245,0-540,meiji-e,8,4.629
1,2,9,122,205,0-70,meiji-e,9,10.38
1,2,10,150,252,0-587,meiji-e,8,4.616
1,2,9,83,140,476,meiji-e,8,2.438
1,2,10,130,218,0-216,meiji-e,9,10.111
1,2,10,144,242,0-295,meiji-e,9,13.623
1,2,10,93,157,757,meiji-e,8,3.284
1,2,10,144,242,0-271,meiji-e,9,13.128
1,2,9,128,215,0-143,meiji-e,9,13.061
1,2,10,81,136,929,meiji-e,8,2.217
1,2,6,57,96,50,meiji-e,8,1.863
1,2,9,83,140,69,meiji-e,8,2.284
1,2,9,87,147,343,meiji-e,8,2.644
1,2,7,90,151,0-19,meiji-e,9,8.367
1,2,6,80,134,0-31,meiji-e,9,4.628
1,2,9,87,147,411,meiji-e,8,2.894
1,2,9,120,201,0-232,meiji-e,9,6.373
1,2,10,120,202,0-19,meiji-e,9,13.02
1,2,10,140,235,0-380,meiji-e,9,9.867
1,2,9,116,195,0-51,meiji-e,9,12.253
1,2,10,136,228,0-408,meiji-e,9,8.833
1,2,10,150,252,0-1006,meiji-e,8,3.917
1,2,9,87,147,114,meiji-e,8,3.029
1,2,8,65,109,145,meiji-e,8,1.721
1,2,9,134,225,0-291,meiji-e,8,3.343
1,2,7,102,171,0-71,meiji-e,8,2.309
1,2,10,150,252,0-914,meiji-e,8,4.693
1,2,10,126,212,0-55,meiji-e,9,14.365
1,2,9,87,147,275,meiji-e,8,3.493
1,2,9,83,140,445,meiji-e,8,2.771
1,2,10,93,157,125,meiji-e,8,3.278
1,2,9,134,225,0-354,meiji-e,8,3.944
1,2,10,150,252,0-606,meiji-e,8,3.932
1,2,9,110,185,0-27,meiji-e,9,11.016
1,2,9,79,133,376,meiji-e,8,2.261
1,2,10,146,245,0-589,meiji-e,8,3.652
1,2,10,130,217,0-961,meiji-e,8,2.091
1,2,10,97,164,615,meiji-e,8,3.24
1,2,10,97,164,499,meiji-e,8,3.146
1,2,10,85,143,625,meiji-e,8,2.194
1,2,10,150,252,0-827,meiji-e,8,4.801
1,2,8,118,198,0-214,meiji-e,8,3.23
1,2,10,97,164,714,meiji-e,8,3.925
1,2,10,97,164,538,meiji-e,8,4.18
1,2,7,67,113,22,meiji-e,8,2.157
1,2,10,138,231,0-656,meiji-e,8,2.999
1,2,10,142,238,0-616,meiji-e,8,3.441
1,2,9,87,147,119,meiji-e,8,3.742
1,2,9,87,147,507,meiji-e,8,2.797
1,2,9,83,140,245,meiji-e,8,2.902
1,2,9,87,147,475,meiji-e,8,2.884
1,2,10,89,150,841,meiji-e,8,2.251
1,2,10,89,150,616,meiji-e,8,2.599
1,2,10,89,150,57,meiji-e,8,2.633
1,2,9,122,204,0-400,meiji-e,8,2.337
1,2,10,142,238,0-856,meiji-e,8,3.796
1,2,10,93,157,724,meiji-e,8,3.042
1,2,10,97,164,903,meiji-e,8,3.286
1,2,10,150,252,0-599,meiji-e,8,4.452
1,2,7,82,136,0-64,meiji-e,7,1.023
1,2,10,146,245,0-772,meiji-e,8,4.137
1,2,9,71,119,97,meiji-e,8,1.648
1,2,10,97,164,195,meiji-e,8,4.337
1,2,10,97,164,967,meiji-e,8,4.007
1,2,10,93,157,4,meiji-e,8,3.162
1,2,7,63,106,4,meiji-e,8,1.981
1,2,8,73,123,157,meiji-e,8,1.967
1,2,10,146,245,0-853,meiji-e,8,4.46
1,2,8,118,198,0-170,meiji-e,8,3.163
1,2,8,77,130,99,meiji-e,8,2.501
1,2,10,150,252,0-854,meiji-e,8,3.953
1,2,10,126,212,0-59,meiji-e,9,13.489
1,2,10,85,143,16,meiji-e,8,2.347
1,2,9,87,147,79,meiji-e,8,3.538
1,2,10,77,129,320,meiji-e,8,1.752
1,2,8,108,181,0-92,meiji-e,9,7.036
1,2,10,134,225,0-157,meiji-e,9,12.33
1,2,10,150,252,0-918,meiji-e,8,4.853
1,2,7,102,171,0-78,meiji-e,8,2.731
1,2,9,75,126,49,meiji-e,8,2.022
1,2,9,87,147,230,meiji-e,8,2.794
1,2,10,146,245,0-653,meiji-e,8,3.302
1,2,4,37,62,3,meiji-e,8,1.257
1,2,9,87,147,106,meiji-e,8,3.478
1,2,10,93,157,380,meiji-e,8,2.881
1,2,9,71,119,353,meiji-e,8,1.731
1,2,9,128,215,0-226,meiji-e,9,11.12
1,2,10,142,238,0-712,meiji-e,8,3.113
1,2,10,146,245,0-564,meiji-e,8,3.244
1,2,5,54,90,0-4,meiji-e,8,1.714
1,2,8,118,198,0-162,meiji-e,8,4.224
1,2,9,83,140,189,meiji-e,8,2.862
1,2,10,140,235,0-325,meiji-e,9,10.936
1,2,8,104,174,0-120,meiji-e,9,4.651
1,2,10,142,238,0-969,meiji-e,8,3.219
1,2,9,83,140,149,meiji-e,8,2.797
1,2,8,77,130,167,meiji-e,8,2.316
1,2,6,72,120,0-24,meiji-e,9,2.881
1,2,9,102,170,0-64,meiji-e,8,1.839
1,2,7,67,113,6,meiji-e,8,2.341
1,2,10,97,164,146,meiji-e,8,4.476
1,2,7,67,113,71,meiji-e,8,2.268
1,2,7,63,106,53,meiji-e,8,1.94
1,2,8,106,178,0-54,meiji-e,9,9.019
1,2,9,83,140,101,meiji-e,8,2.675
1,2,9,79,133,440,meiji-e,8,2.255
1,2,10,150,252,0-546,meiji-e,8,4.253
1,2,7,96,161,0-46,meiji-e,9,6.017
1,2,8,114,191,0-140,meiji-e,8,2.816
1,2,9,87,147,26,meiji-e,8,2.634
1,2,10,128,214,0-480,meiji-e,9,5.924
1,2,8,118,198,0-206,meiji-e,8,3.007
1,2,10,93,157,580,meiji-e,8,2.974
1,2,8,106,178,0-63,meiji-e,9,8.77
1,2,9,71,119,161,meiji-e,8,1.718
1,2,10,150,252,0-746,meiji-e,8,4.938
1,2,9,83,140,133,meiji-e,8,2.604
1,2,8,65,109,48,meiji-e,8,1.837
1,2,9,128,215,0-190,meiji-e,9,9.96
1,2,10,132,221,0-496,meiji-e,9,6.061
1,2,9,130,218,0-324,meiji-e,8,3.415
1,2,9,134,225,0-418,meiji-e,8,4.188
1,2,9,79,133,8,meiji-e,8,2.094
1,2,9,122,204,0-304,meiji-e,8,2.752
1,2,10,97,164,718,meiji-e,8,3.449
1,2,10,93,157,156,meiji-e,8,2.967
1,2,9,87,147,427,meiji-e,8,2.594
1,2,10,97,164,23,meiji-e,8,3.381
1,2,9,83,140,252,meiji-e,8,2.435
1,2,10,97,164,130,meiji-e,8,3.377
1,2,10,97,164,534,meiji-e,8,4.499
1,2,6,78,130,0-41,meiji-e,8,1.677
1,2,10,81,136,736,meiji-e,8,1.904
1,2,10,93,157,100,meiji-e,8,2.835
1,2,9,83,140,29,meiji-e,8,2.672
1,2,8,90,150,0-32,meiji-e,8,1.681
1,2,10,93,157,77,meiji-e,8,2.984
1,2,7,102,171,0-122,meiji-e,8,2.349
1,2,9,130,218,0-461,meiji-e,8,3.23
1,2,8,96,160,0-96,meiji-e,9,2.853
1,2,10,97,164,490,meiji-e,8,3.512
1,2,9,87,147,158,meiji-e,8,3.348
1,2,9,134,225,0-303,meiji-e,8,3.44
1,2,7,59,99,72,meiji-e,8,1.449
1,2,10,85,143,945,meiji-e,8,2.315
1,2,10,97,164,575,meiji-e,8,3.576
1,2,9,134,225,0-362,meiji-e,8,4.184
1,2,10,142,238,0-729,meiji-e,8,3.266
1,2,9,87,147,22,meiji-e,8,3.024
1,2,2,15,24,0,meiji-e,5,0.525
1,2,7,96,161,0-43,meiji-e,9,6.102
1,2,9,87,147,371,meiji-e,8,3.018
1,2,10,97,164,282,meiji-e,8,3.506
1,2,10,138,232,0-139,meiji-e,9,15.107
1,2,9,120,201,0-249,meiji-e,9,6.635
1,2,10,97,164,515,meiji-e,8,3.403
1,2,9,87,147,446,meiji-e,8,3.182
1,2,10,144,242,0-487,meiji-e,9,15.356
1,2,9,79,133,56,meiji-e,8,2.335
1,2,9,87,147,391,meiji-e,8,3.426
1,2,9,116,195,0-50,meiji-e,9,10.047
1,2,10,93,157,261,meiji-e,8,2.982
1,2,9,75,126,208,meiji-e,8,1.976
1,2,10,142,238,0-584,meiji-e,8,2.899
1,2,10,150,252,0-850,meiji-e,8,4.167
1,2,8,118,198,0-130,meiji-e,8,3.217
1,2,9,134,225,0-458,meiji-e,8,3.915
1,2,7,92,154,0-44,meiji-e,9,4.145
1,2,10,97,164,342,meiji-e,8,3.378
1,2,8,73,123,141,meiji-e,8,2.129
1,2,10,144,242,0-358,meiji-e,9,12.524
1,2,9,79,133,312,meiji-e,8,2.312
1,2,10,128,215,0-100,meiji-e,9,13.046
1,2,10,150,252,0-607,meiji-e,8,4.182
1,2,9,83,140,45,meiji-e,8,2.279
1,2,6,45,75,16,meiji-e,8,1.07
1,2,8,73,123,165,meiji-e,8,2.175
1,2,8,110,184,0-200,meiji-e,8,2.808
1,2,10,93,157,141,meiji-e,8,2.663
1,2,10,93,157,956,meiji-e,8,3.046
1,2,10,97,164,767,meiji-e,8,3.263
1,2,10,97,164,863,meiji-e,8,3.15
1,2,10,97,164,18,meiji-e,8,3.507
1,2,10,142,238,0-873,meiji-e,8,3.078
1,2,9,130,218,0-405,meiji-e,8,3.165
1,2,10,144,242,0-462,meiji-e,9,13.26
1,2,10,97,164,611,meiji-e,8,3.55
1,2,10,89,150,776,meiji-e,8,2.495
1,2,10,150,252,0-930,meiji-e,8,4.393
1,2,9,128,215,0-178,meiji-e,9,10.487
1,2,9,126,211,0-408,meiji-e,8,2.943
1,2,9,87,147,267,meiji-e,8,3.625
1,2,9,120,201,0-185,meiji-e,9,6.721
1,2,10,146,245,0-644,meiji-e,8,3.654
1,2,8,118,198,0-191,meiji-e,8,3.679
1,2,10,132,222,0-110,meiji-e,9,14.201
1,2,10,97,164,658,meiji-e,8,3.65
1,2,10,146,245,0-893,meiji-e,8,3.698
1,2,8,118,198,0-219,meiji-e,8,3.308
1,2,10,97,164,519,meiji-e,8,3.403
1,2,9,128,215,0-215,meiji-e,9,11.944
1,2,8,102,170,0-224,meiji-e,8,1.834
1,2,10,144,242,0-415,meiji-e,9,10.808
1,2,9,134,225,0-375,meiji-e,8,3.972
1,2,8,77,130,102,meiji-e,8,2.59
1,2,10,140,235,0-340,meiji-e,9,10.595
1,2,10,89,150,265,meiji-e,8,3.063
1,2,7,67,113,90,meiji-e,8,2.323
1,2,10,138,231,0-849,meiji-e,8,2.76
1,2,9,122,205,0-115,meiji-e,9,9.88
1,2,3,34,56,0-4,meiji-e,7,0.736
1,2,7,78,130,0-16,meiji-e,8,1.535
1,2,10,138,232,0-238,meiji-e,9,15.108
1,2,10,150,252,0-667,meiji-e,8,4.301
1,2,10,150,252,0-639,meiji-e,8,3.967
1,2,9,130,218,0-285,meiji-e,8,3.197
1,2,8,112,188,0-122,meiji-e,9,8.893
1,2,8,73,123,44,meiji-e,8,2.173
1,2,10,93,157,180,meiji-e,8,3.084
1,2,9,58,95,0-1,meiji-e,5,0.77
1,2,10,144,242,0-423,meiji-e,9,15.839
1,2,10,138,231,0-689,meiji-e,8,3.962
1,2,9,114,191,0-72,meiji-e,9,7.831
1,2,10,89,150,329,meiji-e,8,2.754
1,2,10,142,238,0-888,meiji-e,8,3.075
1,2,10,144,242,0-490,meiji-e,9,14.576
1,2,9,87,147,51,meiji-e,8,3.22
1,2,8,114,191,0-141,meiji-e,8,2.463
1,2,8,114,191,0-221,meiji-e,8,2.581
1,2,9,87,147,227,meiji-e,8,3.496
1,2,8,86,144,0-8,meiji-e,8,2.391
1,2,10,108,181,0-16,meiji-e,8,2.913
1,2,10,89,150,185,meiji-e,8,2.774
1,2,10,132,222,0-106,meiji-e,9,12.665
1,2,10,138,232,0-142,meiji-e,9,14.801
1,2,9,128,215,0-134,meiji-e,9,11.747
1,2,9,87,147,471,meiji-e,8,4.042
1,2,10,130,217,0-833,meiji-e,8,2.173
1,2,4,48,80,0-6,meiji-e,9,3.007
1,2,9,87,147,331,meiji-e,8,3.449
1,2,7,67,113,19,meiji-e,8,2.259
1,2,9,79,133,184,meiji-e,8,2.169
1,2,8,106,178,0-58,meiji-e,9,8.088
1,2,9,87,147,143,meiji-e,8,3.406
1,2,10,93,157,253,meiji-e,8,2.904
1,2,10,85,143,80,meiji-e,8,2.157
1,2,10,97,164,546,meiji-e,8,3.441
1,2,10,150,252,0-755,meiji-e,8,3.999
1,2,10,85,143,529,meiji-e,8,2.348
1,2,8,73,123,221,meiji-e,8,2.355
1,2,7,67,113,11,meiji-e,8,2.057
1,2,9,87,147,354,meiji-e,8,3.257
1,2,6,57,96,19,meiji-e,8,1.832
1,2,10,150,252,0-934,meiji-e,8,4.41
1,2,9,128,215,0-255,meiji-e,9,10.262
1,2,7,63,106,60,meiji-e,8,1.969
1,2,9,87,147,270,meiji-e,8,3.194
1,2,10,150,252,0-922,meiji-e,8,4.207
1,2,10,89,150,873,meiji-e,8,3.01
1,2,10,142,238,0-952,meiji-e,8,3.342
1,2,10,93,157,548,meiji-e,8,3.308
1,2,9,120,201,0-184,meiji-e,9,6.972
1,2,10,97,164,947,meiji-e,8,3.614
1,2,7,67,113,7,meiji-e,8,2.306
1,2,8,118,198,0-210,meiji-e,8,3.103
1,2,10,81,136,800,meiji-e,8,2.089
1,2,7,80,133,0-32,meiji-e,8,1.581
1,2,10,93,157,365,meiji-e,8,2.836
1,2,10,150,252,0-751,meiji-e,8,3.427
1,2,10,97,164,799,meiji-e,8,3.361
1,2,10,134,225,0-181,meiji-e,9,12.587
1,2,10,97,164,463,meiji-e,8,3.887
1,2,10,150,252,0-799,meiji-e,8,4.306
1,2,9,83,140,308,meiji-e,8,3.172
1,2,10,138,231,0-561,meiji-e,8,2.983
1,2,10,89,150,568,meiji-e,8,2.771
1,2,9,102,171,0-24,meiji-e,9,8.234
1,2,10,144,242,0-442,meiji-e,9,13.354
1,2,7,67,113,98,meiji-e,8,2.122
1,2,8,61,102,96,meiji-e,8,1.586
1,2,8,112,188,0-91,meiji-e,9,10.569
1,2,10,134,224,0-737,meiji-e,8,2.197
1,2,10,150,252,0-739,meiji-e,8,4.793
1,2,9,87,147,487,meiji-e,8,2.72
1,2,10,97,164,823,meiji-e,8,3.331
1,2,10,144,242,0-475,meiji-e,9,11.971
1,2,9,126,211,0-472,meiji-e,8,2.81
1,2,3,38,63,0-6,meiji-e,8,1.261
1,2,10,89,150,440,meiji-e,8,2.459
1,2,9,120,201,0-216,meiji-e,9,7.389
1,2,10,132,221,0-400,meiji-e,9,5.875
1,2,10,89,150,665,meiji-e,8,2.902
1,2,7,98,164,0-109,meiji-e,8,2.04
1,2,8,73,123,172,meiji-e,8,2.389
1,2,8,69,116,152,meiji-e,8,1.867
1,2,10,144,242,0-267,meiji-e,9,12.155
1,2,10,93,157,796,meiji-e,8,3.361
1,2,9,130,218,0-492,meiji-e,8,3.12
1,2,10,140,235,0-500,meiji-e,9,10.616
1,2,9,134,225,0-298,meiji-e,8,3.907
1,2,9,116,194,0-208,meiji-e,9,5.139
1,2,10,138,231,0-976,meiji-e,8,2.887
1,2,10,97,164,774,meiji-e,8,3.713
1,2,9,126,211,0-264,meiji-e,8,2.956
1,2,9,87,147,406,meiji-e,8,2.43
